SKU,Description,SP,CP,SP,productname,Brand,Size,imgurl,Stock
228978-BP-180,"
							The Tourna Ballport 180 Travel Cart holds a massive 180 balls. Featuring a metal frame which can be folded flat to fit in virtually any car boot. Velcro flaps secure the bag to the frame. The bag a mesh top which zips shut. Great for teaching pros and serious players.						",129.99,14499,16963.83,TOURNA Ballport 180 Travel Cart (Holds 180 Balls),TOURNA,,"http://products.activinstinct.com/y2011/m06/228978/64832976-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
315604--,"
							This string features a multifilament core that offers a clean feel and excellent tension maintenance. The Zyex multifilament core increases power, while the braided surface maximizes control and increases spin. It uses 10-20% less tension than traditional nylon tennis racket strings.


Gauge: 16 / 1.30 mm
Length: 360 feet / 110 meters
Material: Zyex mulitifilament core with a braided wrap
Length: 110m						",129.99,14499,16963.83,ASHAWAY Dynamite 16 Tough Tennis String (110m),ASHAWAY,,"http://products.activinstinct.com/y2012/m10/315604/89662469-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
10671-GG2/110,"
							GAMMA Live Wire XP 16 Reel 110M Tennis String Features
Multiwrap Live Wire monofibres and Zyex monofilaments with pearl coating.

This provides ultimate power and a crisp solid feel
with extra durability with improved tension maintenance.						",137.98,15298,17898.66,GAMMA Live Wire XP 16 Reel 110M Tennis String ,GAMMA,,"http://products.activinstinct.com/y2008/m12/10671/47793718-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
331956-WRZ904200,,139.99,15499,18133.83,WILSON Hyperlast Extreme Combo Tennis String Reel (200m),WILSON,,"http://products.activinstinct.com/y2012/m12/331956/61898990-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
332017-WRZ902200,"
							Made with liquid Crystalline Polymer, this is a high powered string for aggressive, hard-hitting players.

It has a unique six-side shape for extreme spin potential and is designed for players who want to hit heavy, hard shots. The Crystalline Polymer gives the string an enhanced feel.						",139.99,15499,18133.83,LUXILON Savage White Tennis String Reel (200m),LUXILON,,"http://products.activinstinct.com/y2012/m12/332017/36160846-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
388725-TEN-002,"
							This item is available for delivery before 23rd December if ordered by 17th December (UK Mainland only). Please contact us for last shipping dates outside of UK Mainland.

A strong and durable tennis net.

Features:

2.7mm polyethylene, single twine tennis net
42ft (12.8m) long
Black band on side and bottom
Heat set and bonded for good knot stability and a good shape
Complete with vinyl coated headband and a PVC covered headline and winding end
Headline has loop fitting on one end and ferrule on the otherMaterialPolyester Fabric 						",139.99,15499,18133.83,HARROD P17 Black Tournament Tennis Net,HARROD,,"http://products.activinstinct.com/y2013/m10/388725/71355939-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
12616-TEN-083,"
							
Base is manufactured from 40mm diameter solid steel complete with nylon wheels and rubber floor pads, each base weighs 9.5kg.
0.86m uprights manufactured from 25mm diameter steel Polyester powder coated blue.
Net not included.

Weight: 19kg per set.						",139.99,15499,18133.83,HARROD Wheelaway School Tennis Posts ,HARROD,,"http://products.activinstinct.com/y2008/m12/12616/12616-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
331970-WRZ902800,"
							A string with a gentle feel thanks to the soft, co-polymer blend of materials. There is a dampening layer that reduces unwanted vibration and string noise, while the durable, monofilament construction makes it ideal for those players susceptible to string breaks.						",149.99,16499,19303.83,WILSON Shock Shield Mono Tennis String Reel (200m),WILSON,,"http://products.activinstinct.com/y2012/m12/331970/94572075-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
10912-T410,"
							The GAMMA EZ Travel Cart™ 150 is a lightweight cart specifically designed for the Teaching Pro who travels between locations, and the serious player or tennis club looking for a mobile ball carrier. The EZ Travel Cart features a durable nylon ball bag that clips securely into the top of the cart, a patented cross brace support under the ball bag and durable swivel rubber wheels (two locking wheels). The EZ Travel Cart compresses and stores in its own carrying case in under 15 seconds. The EZ Travel Cart is the ultimate portable teaching cart.						",149.99,16499,19303.83,GAMMA EZ Travel Cart 150 ,GAMMA,,"http://products.activinstinct.com/y2008/m12/10912/10912-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
315600--,"
							The MonoGut ZX is a 100% Zyex monofilament tennis string that provides exceptional dynamic stiffness and gut-like playability. It uses 10-15% less tension than traditional nylon tennis racket strings.

The monofilament construction ensures superior durability and the absence of polyester increases elongation and decreases stiffness.


Material: 100% Zyex Monofilament
Gauge: 16 (1.27mm)
Stringing tension: Up to 60 lbs (27.5 kgs)
Length: 110m						",149.99,16499,19303.83,ASHAWAY Zyex MonoGut Tennis String (110m),ASHAWAY,,"http://products.activinstinct.com/y2012/m10/315600/36171792-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
331965-WRZ904000 / WRZ904300,"
							This string is made up of a soft, co-polymer material that has been twisted and shaped for extreme spin.

The PVDF coating allows the string to move more freely to increase spin potential, and this results in an incredible blend of playability and spin, brilliant for aggressive players.						",149.99,16499,19303.83,WILSON Spin Cycle Tennis String Reel (100m),WILSON,,"http://products.activinstinct.com/y2012/m12/331965/12044097-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
5023,,149.99,16499,19303.83,EDWARDS Matchplay Tennis Net,EDWARDS,,"http://products.activinstinct.com/y2008/m12/5023/5023-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
288417-7J853361,"
							Unleash the beast. The world's first Thermo-Poly string, fine-tuned to deliver power, performance and precision.

Thermo process precisely tunes the string to optimise dynamic response and improve ball control. Beast XP rebounds at a lower angle than other pols allowing a faster swing which produces more power and controlling spin. A softer, more comfortable poly with remarkable feel.

Gauge: 1.25mm						",149.99,16499,19303.83,PRINCE Beast XP 17 Reel Green Tennis String (220m),PRINCE,,"http://products.activinstinct.com/y2012/m05/288417/47641700-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
422819-OO9181-31,"
							Celebrating the 30th anniversary of Oakley performance eyewear, the Heritage Collection salutes the evolution of a revolution by bringing back vintage rarities for a limited time.

Designed specifically for demanding sporting activity, this revolutionary eyewear lets athletes change lenses depending on their environment, thanks to Switchlock Technology. Switchlock lets you adapt your vision and changes lenses quickly and hassle-free. The simple switch mechanism makes the process quick and easy, and the lens is held securely in place without uneven pressures that can bend it and distort your vision.

The lightweight yet durable frame is made of O Matter. This is shaped with surge ports to maintain a cooling flow of air. Interchangeable nose pads let you achieve a comfortable, customizable fit, and the earsocks are made of the same sport-optimized Unobtainium to increase grip when you sweat. Uneven pressure points are eliminated because its Three-Point Fit holds the frame comfortably in place while keeping the lens in precise optical alignment, rather than hooking over your ears.

Radarlock comes in an Oakley Soft Vault case that lets you store an extra lens, and each frame comes with two lenses: one for bright days and one for low-light conditions.

Features in brief:

Oakley Switchlock interchangeable lens technology for fast and easy lens changing
Durability and all-day comfort of lightweight, stress-resistant O Matter frame material
Integrated surge ports to channel airflow for the comfort of cooling
Unobtainium earsocks that increase grip when you sweat
Comfort and performance of Three-Point Fit that holds the lens in precise optical alignment
Multiple interchangeable Unobtainium nose pad options for secure, customizable fit that maximizes comfort
Metal icon accents

Lenses with this frame:

Jade Iridium: Medium to bright light. Neutral lens tint for truer colour perception. Features an Iridium coating to reduce glare. Excellent in hot, sunny conditions.
Black Iridium: Excellent all-purpose lens with Iridium coating to help reduce glare.MaterialPlastic 						",163.99,17899,20941.83, OAKLEY Radarlock Path 30 Years in Sport LE Sunglasses Polished Black,,,"http://products.activinstinct.com/y2014/m04/422819/37986649-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
4349-WRZ991100AMB,"
							The Original and still the toughest - the string for string killers! For players who hit big on every shot, this string withstands the pressure for longer lasting performance, game after game.
The original poly-ether-ether and Luxilon's most successful fluorocarbon combine for excellent resilience and durability without compromising power or control.
All the qualities of the Original but with a textured surface for players who demand durability and power with extra spin.

Guage - 16 / 1. 30mm, Colour - Amber						",164.42,17942,20992.14,LUXILON Big Banger Original 130 Rough Tennis String Reel (200m),LUXILON,,"http://products.activinstinct.com/y2008/m12/4349/96834002-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
